"ref","company","company_location","review_date","country_of_bean_origin","specific_bean_origin_or_bar_name","cocoa_percent","rating","counts_of_ingredients","beans","cocoa_butter","vanilla","lecithin","salt","sugar","sweetener_without_sugar","first_taste","second_taste","third_taste","fourth_taste"
75,"Valrhona","France",2006,"Madagascar","Sambirano, Ampamakia 2005, Millot P.",64,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","red berry","rich cocoa","",""
63,"Valrhona","France",2006,"Blend","Carribean, Caraibe",66,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","slight bitter","woody","",""
75,"Valrhona","France",2006,"Venezuela","Porcelana, Maracaibo, Palmira P. 2005",64,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","modest","creamy","cocoa",""
75,"Valrhona","France",2006,"Trinidad","Gran Couva 2005 P.",64,2.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","nutty","vegetal","sweet",""
129,"Valrhona","France",2007,"Madagascar","Manjari",64,4,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","blueberry","raspberry",""
129,"Valrhona","France",2007,"Venezuela","Chuao 2002 P.",65,3.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sandy","vegetal","cocoa",""
162,"Valrhona","France",2007,"Venezuela","Porcelana, Maracaibo, Palmira P. 2006",64,3.25,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","cherry","",""
117,"Valrhona","France",2007,"Blend","Araguani, Venezuela, Carribean",72,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","rich","licorice",""
157,"Valrhona","France",2007,"Blend","Le Noir Amer, West Africa",71,2.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","nutty and bitter dominate","","",""
153,"Valrhona","France",2007,"Blend","Abinao, West Africa",85,2.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","berries","tart","bitter",""
147,"Valrhona","France",2007,"Blend","Le Noir Extra Amer",85,1.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","fatty","very bitter",""
327,"Valrhona","France",2009,"Dominican republic","Tainori",64,3.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","cocoa dominates","woodsy","",""
370,"Valrhona","France",2009,"Ecuador","Alpaco",66,3.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","rich cocoa","hot spice","",""
395,"Valrhona","France",2009,"Ghana","Nyangbo",68,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","cocoa","bread",""
757,"Valrhona","France",2011,"Venezuela","Porcelana, Pedegral",64,4,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","honey","peanut butter",""
709,"Valrhona","France",2011,"Blend","Caraque",56,3.25,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","intense sweet","nut","orange",""
931,"Valrhona","France",2012,"Venezuela","Otucan, Grand Cru",69,4,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","green","unripened fruit","banana",""
1145,"Valrhona","France",2013,"Blend","Andoa, Grand Cru blend",70,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","yogurt","lemon","licorice",""
1153,"Valrhona","France",2013,"Dominican republic","Loma Sotavento, 2013",64,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","complex","herbs","fruit","dairy"
1510,"Valrhona","France",2015,"Peru","Piura, Illanka, Quemazon",63,4,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","intense","dark berry","grapes",""
1972,"Valrhona","France",2017,"Blend","Oriado, Peru, Dom. Rep",60,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","intense","rich","sweet",""
486,"Zotter","Austria",2010,"Brazil","Brazil, Mitzi Blue",65,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","woody","butterscotch","",""
647,"Zotter","Austria",2011,"Peru","Peru",70,3.75,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","creamy","fatty","mild nutty",""
749,"Zotter","Austria",2011,"India","Kerala State",65,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","creamy","masculine","earthy",""
781,"Zotter","Austria",2011,"India","Kerala State",62,3.25,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","oily","subdued","caramel","salt"
749,"Zotter","Austria",2011,"Congo","Congo",65,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","dairy","salt","caramel",""
875,"Zotter","Austria",2012,"Dominican republic","Loma Los Pinos, Yacao region, D.R.",62,3.75,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","spice","caramel","toffee","salty"
879,"Zotter","Austria",2012,"Dominican republic","Santo Domingo",70,3.75,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","strawberry","Cadbury egg","",""
801,"Zotter","Austria",2012,"Panama","Bocas del Toro, Cocabo Co-op",72,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","oily","earthy","caramel","salty"
801,"Zotter","Austria",2012,"Blend","Amazonas Frucht",65,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","dairy","burnt caramel","coffee",""
875,"Zotter","Austria",2012,"Peru","Satipo Pangoa region, 20hr conche",70,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","butterscotch","pepper","",""
883,"Zotter","Austria",2012,"Blend","Indianer, Raw",58,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","smooth","spicy","floral",""
879,"Zotter","Austria",2012,"Bolivia","El Ceibo Coop",90,3.25,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","smooth","intense blueberry","",""
883,"Zotter","Austria",2012,"Congo","Kongo, Highlands",68,3.25,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","creamy","caramel","salt","sweet"
875,"Zotter","Austria",2012,"Peru","Satipo Pangoa region, 16hr conche",70,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","woody","toast","pepper",""
879,"Zotter","Austria",2012,"Ecuador","El Oro",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","creamy","nutty","bready",""
879,"Zotter","Austria",2012,"Papua new guinea","Huiwani Coop",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","hint of smoke","fruit","",""
1205,"Zotter","Austria",2014,"Blend","Raw",80,2.75,"4","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_salt","have_not_sugar","have_sweetener_without_sugar","waxy","cloying","vegetal",""
1996,"Zotter","Austria",2017,"Colombia","APROCAFA, Acandi",75,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","strong nutty","marshmallow","",""
2170,"Zotter","Austria",2018,"Belize","Maya Mtn",72,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","muted","roasty","accessible",""
2170,"Zotter","Austria",2018,"Congo","Mountains of the Moon",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","fatty","mild nuts","mild fruit",""
2036,"Zotter","Austria",2018,"Blend","Dry Aged, 30 yr Anniversary bar",75,3,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","fatty","earthy","cocoa",""
